id,object,field,oldvalue,newvalue
006j000000Jp6yUAAR,"Opportunity","OwnerId","005j000000C0bhNAAR","005j000000COGWtAAP"
006j000000LKfCWAA1,"Opportunity","OwnerId","005j000000C0bhNAAR","005j000000COGWtAAP"
006j000000LKfCYAA1,"Opportunity","OwnerId","005j000000C0bhNAAR","005j000000COGWtAAP"
006j000000LKfCcAAL,"Opportunity","OwnerId","005j000000C0bhNAAR","005j000000COGWtAAP"
006j000000LKfCdAAL,"Opportunity","OwnerId","005j000000C0bhNAAR","005j000000COGWtAAP"
006j000000LKfCqAAL,"Opportunity","OwnerId","005j000000C0bhNAAR","005j000000COGWtAAP"
006j000000LKfCuAAL,"Opportunity","OwnerId","005j000000C0bhNAAR","005j000000COGWtAAP"
006j000000LKfD4AAL,"Opportunity","OwnerId","005j000000C0bhNAAR","005j000000COGWtAAP"
006j000000LKfDDAA1,"Opportunity","OwnerId","005j000000C0bhNAAR","005j000000COGWtAAP"
006j000000LKfDGAA1,"Opportunity","OwnerId","005j000000C0bhNAAR","005j000000COGWtAAP"
006j000000LKfDQAA1,"Opportunity","OwnerId","005j000000C0bhNAAR","005j000000COGWtAAP"
006j000000LKfDrAAL,"Opportunity","OwnerId","005j000000C0bhNAAR","005j000000COGWtAAP"
006j000000LKfDuAAL,"Opportunity","OwnerId","005j000000C0bhNAAR","005j000000COGWtAAP"
006j000000LKfDxAAL,"Opportunity","OwnerId","005j000000C0bhNAAR","005j000000COGWtAAP"
006j000000LKfEFAA1,"Opportunity","OwnerId","005j000000C0bhNAAR","005j000000COGWtAAP"
006j000000LKfEPAA1,"Opportunity","OwnerId","005j000000C0bhNAAR","005j000000COGWtAAP"
006j000000LKfEUAA1,"Opportunity","OwnerId","005j000000C0bhNAAR","005j000000COGWtAAP"
